S.No,STATE,DISTRICT,Rainfall(mm),Total Geographical Area (ha),Rainfall Recharge,Ground Water Recharge (ham),Annual Ground water Recharge (ham),Environmental Flows (ham),Annual Extractable Ground water Resource (ham),Ground Water Extraction for all uses (ha.m),Stage of Ground Water Extraction (%),Allocation of Ground Water Resource for Domestic Utilisation for projected year 2025 (ham),Net Annual Ground Water Availability for Future Use (ham)),Total Ground Water Availability in Unconfined Aquifier (ham)-Fresh,Total Ground Water Availability in Unconfined Aquifier (ham)-Saline,Total Ground Water Availability in Unconfined Aquifier (ham)- Fresh,Total Ground Water Availability in Unconfined Aquifier (ham)- Saline,Total Ground Water Availability in the area (ham)-Fresh,Total Ground Water Availability in the area (ham)-Saline
632,UTTARAKHAND,ALMORA,0,314100,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
633,UTTARAKHAND,BAGESHWAR,0,93300,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
634,UTTARAKHAND,CHAMOLI,0,371900,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
635,UTTARAKHAND,CHAMPAWAT,0,159600,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
636,UTTARAKHAND,DEHRADUN,2183,289444,55304,59709,59709,4826,54883,11946,21,5460,42937,0,0,54883,0,54883,0
637,UTTARAKHAND,HARIDWAR,1020,156835,30014,46000,46000,4302,41698,25610,61,3287,15708,0,0,41698,0,41698,0
638,UTTARAKHAND,NAINITAL,1711,199043,8223,18533,18533,1853,16680,9556,57,3316,7123,0,0,16680,0,16680,0
639,UTTARAKHAND,PAURIGARHWAL,0,402100,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
640,UTTARAKHAND,PITHORAGARH,0,220300,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
641,UTTARAKHAND,RUDRAPRAYAG,0,166500,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
642,UTTARAKHAND,TEHRI GARHWAL,0,469311,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
643,UTTARAKHAND,UDHAMSINGH NAGAR,1465,193282,45701,78132,78132,6104,72027,39596,54,3545,32257,0,0,72027,0,72027,0
644,UTTARAKHAND,UTTARKASHI,0,171100,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
645,WEST BENGAL,ALIPURDUAR,0,157892,121126,124952,124952,12495,112457,5824,5,0,106078,0,0,0,0,0,0
646,WEST BENGAL,BANKURA,0,687365,123792,178002,178002,16232,161769,74682,46,0,84426,0,0,0,0,0,0
647,WEST BENGAL,BIRBHUM,0,726330,213148,261646,261646,24768,236877,103667,43,0,127055,0,0,0,0,0,0
648,WEST BENGAL,DAKSHIN DINAJPUR,0,454361,104741,128482,128482,11908,116573,40139,34,0,72601,0,0,0,0,0,0
649,WEST BENGAL,DARJILING,0,225082,82762,107951,107951,9115,98836,53324,53,0,44780,0,0,0,0,0,0
650,WEST BENGAL,HAORA,0,59041,24910,32957,32957,3295,29661,7326,24,0,18653,0,0,0,0,0,0
651,WEST BENGAL,HUGLI,0,313755,111531,139023,139023,13902,125121,61773,49,0,59850,0,0,0,0,0,0
652,WEST BENGAL,JALPAIGURI,0,224547,172261,184452,184452,18445,166007,6812,4,0,158236,0,0,0,0,0,0
653,WEST BENGAL,JHARGRAM,0,338843,245713,262957,262957,26295,236661,46708,19,0,188411,0,0,0,0,0,0
654,WEST BENGAL,KALIMPONG,0,367861,118256,150784,150784,14697,136087,65501,48,0,67150,0,0,0,0,0,0
655,WEST BENGAL,KOCH BIHAR,0,535113,176153,249100,249100,23373,225726,196473,87,0,22215,0,0,0,0,0,0
656,WEST BENGAL,KOLKATTA,0,394433,157534,223533,223533,18795,204737,187339,91,0,14914,0,0,0,0,0,0
657,WEST BENGAL,MALDA,0,303994,132534,166246,166246,16307,149939,98929,65,0,46378,0,0,0,0,0,0
658,WEST BENGAL,MURSHIDABAD,0,934538,310531,363854,363854,34991,328863,118862,36,0,205036,0,0,0,0,0,0
659,WEST BENGAL,NADIA,0,167041,69235,81412,81412,8141,73271,24610,33,0,47367,0,0,0,0,0,0
660,WEST BENGAL,NORTH 24 PARGANAS,0,622386,67267,80085,80085,7361,72724,6859,9,0,64079,0,0,0,0,0,0
661,WEST BENGAL,PASCHIM BARDDHAMAN,0,311913,113634,145529,145529,12014,133514,82944,62,0,47811,0,0,0,0,0,0
662,WEST BENGAL,PASCHIM MEDINIPUR,0,80201,52238,52238,52238,5223,47015,2647,5,0,43833,0,0,0,0,0,0
